nquest;area3;b19b;b19a;b16;ncomp;sex;studio;staciv;cleta5;eta;cfred
707857;1;2;2;2;1;2;7;3;5;80;1
708219;2;2;2;2;2;1;5;1;5;76;1
708747;1;2;2;2;2;2;3;4;2;42;1
709420;1;2;2;2;3;1;4;1;5;68;1
709438;1;2;2;2;1;2;3;2;5;76;1
709470;1;2;2;2;2;2;5;1;5;65;1
709803;2;2;2;2;2;1;5;1;5;81;1
710507;3;2;2;2;3;2;5;1;4;58;1
710556;3;2;2;2;3;1;5;3;4;56;1
710606;2;2;2;2;2;1;4;2;4;57;1
710905;3;2;2;2;1;2;2;4;5;87;1
711014;1;2;2;2;2;1;2;1;5;73;1
712022;1;2;2;2;1;2;2;4;5;82;1
712141;1;2;2;2;2;1;4;1;5;74;1
712244;1;2;2;1;1;2;2;4;4;60;1
713319;3;2;2;2;4;1;3;1;5;71;1
713400;3;2;2;2;5;1;5;1;3;49;1
713700;2;2;2;1;4;1;8;1;3;46;1
713811;2;2;2;2;2;1;5;1;5;74;1
713837;2;2;2;2;3;1;7;2;1;34;1
713844;2;2;2;2;1;2;7;3;5;70;1
714021;2;2;2;2;3;1;3;1;5;71;1
714416;3;2;2;2;2;1;3;2;3;47;1
714430;3;2;2;2;2;1;2;1;5;79;1
714437;3;2;2;2;4;1;2;1;5;76;1
714622;3;2;2;2;2;1;3;1;5;87;1
714734;3;2;2;2;2;2;3;2;3;50;1
714820;1;2;2;2;1;2;2;4;5;89;1
715065;1;2;2;1;2;1;7;1;4;58;1
716834;3;2;2;2;2;1;7;3;4;56;1
716849;3;2;2;2;3;1;3;1;4;63;1
716908;1;2;2;2;2;1;3;1;5;75;1
716937;1;2;2;2;3;1;7;2;1;27;1
717014;2;2;2;2;2;1;3;1;5;65;1
717242;1;2;2;2;2;1;3;1;5;81;1
717669;1;2;2;2;5;1;5;1;3;49;1
717809;3;2;2;2;4;1;3;1;3;50;1
717900;3;2;2;2;4;1;7;1;3;47;1
718006;3;2;2;1;1;1;5;2;3;51;1
718674;1;2;2;2;2;1;7;1;5;72;1
718832;1;2;2;2;2;1;3;1;5;70;1
719613;3;2;2;2;2;2;5;1;4;64;1
719666;3;2;2;2;1;1;3;2;3;53;1
719763;3;2;2;2;1;2;5;3;5;82;1
719840;3;2;2;2;4;2;5;1;4;56;1
720117;3;2;2;2;4;1;8;1;4;57;1
720416;3;2;2;2;2;1;2;1;5;77;1
720603;3;2;2;2;6;2;3;1;1;34;1
720634;3;2;2;1;2;1;3;1;5;68;1
720889;3;2;2;2;2;2;2;4;5;83;1
721548;1;2;2;2;2;2;5;1;4;64;1
721843;2;2;2;2;2;1;4;1;5;73;1
721871;2;2;2;2;3;1;5;1;4;60;1
722310;1;2;2;2;2;1;5;1;5;73;1
722331;1;2;2;2;2;1;5;1;5;79;1
723200;3;2;2;2;1;2;2;4;5;82;1
723207;3;2;1;1;2;1;3;1;4;56;1
723666;2;2;2;2;2;1;5;1;5;84;1
724211;3;2;2;2;1;2;2;4;5;78;1
724213;3;2;1;1;1;1;5;2;3;52;1
724509;3;2;2;2;2;1;3;1;5;76;1
724523;3;1;2;2;1;1;5;2;5;65;1
724543;3;2;2;2;4;1;4;1;5;70;1
724635;1;2;2;2;2;2;5;2;2;38;1
724899;1;2;2;2;2;1;8;1;5;74;1
725236;1;2;2;2;1;2;2;2;5;82;1
725716;3;2;2;2;4;2;7;1;3;50;1
725726;3;2;2;2;3;2;2;4;5;73;1
726553;2;2;2;2;3;1;5;2;1;31;1
726906;3;2;2;2;4;1;3;1;5;65;1
726932;3;2;2;2;1;2;1;4;5;84;1
727039;2;2;2;2;4;1;7;1;3;54;1
727477;3;2;2;2;4;1;2;1;3;48;1
728306;1;2;2;2;2;1;6;1;5;69;1
730333;2;2;2;1;1;2;5;3;4;61;1
730402;1;2;2;2;2;1;7;1;4;61;1
730430;1;2;2;2;3;1;5;1;4;56;1
730876;3;2;2;2;3;2;3;3;4;57;1
732013;3;2;2;2;4;1;5;1;4;56;1
732466;3;2;2;2;2;1;2;1;5;89;1
733351;3;2;2;2;2;1;3;1;5;71;1
733363;3;2;2;1;3;2;7;1;3;50;1
733605;1;2;2;2;1;1;3;4;5;95;1
733713;3;2;2;2;1;2;5;2;5;71;1
733755;3;2;2;2;2;2;7;1;4;56;1
734264;2;2;2;2;2;1;5;1;5;78;1
735005;3;2;2;2;1;1;3;2;3;51;1
735143;1;2;2;1;3;1;5;1;4;59;1
735401;2;2;2;1;4;1;5;1;3;53;1
735621;3;2;2;2;4;1;6;1;4;58;1
735659;3;2;2;2;2;1;7;1;5;66;1
735677;3;2;2;2;2;1;4;1;5;86;1
736010;3;2;2;2;2;1;3;1;4;61;1
736011;3;2;2;2;2;1;3;1;5;93;1
736034;3;2;2;2;2;2;3;1;5;68;1
736206;3;2;2;2;4;1;5;1;5;67;1
736212;3;2;2;2;2;2;5;1;5;73;1
736917;1;2;2;2;5;1;5;1;3;52;1
736935;1;2;2;2;3;1;5;1;3;54;1
736957;1;2;2;2;4;1;5;1;3;52;1
737939;3;2;2;2;1;1;2;4;5;74;1
800003;1;2;2;2;3;2;7;3;3;45;1
800010;1;2;2;2;4;1;3;1;3;52;1
800135;3;2;2;2;2;1;3;1;5;73;1
800416;3;2;2;2;4;1;3;1;4;60;1
800464;3;2;2;2;3;2;7;1;4;57;1
800569;1;2;2;2;2;2;2;4;5;75;1
800702;1;2;2;2;4;1;5;1;3;50;1
800884;1;1;2;2;1;1;2;2;4;62;1
801104;1;2;2;2;2;1;2;1;5;79;1
801202;3;2;2;2;2;1;3;1;5;67;1
801221;3;2;2;1;2;1;5;1;4;63;1
801279;2;2;2;2;2;1;3;1;4;59;1
801486;2;2;2;2;3;1;4;1;3;53;1
801541;2;2;2;2;4;1;5;2;1;22;1
801955;3;2;2;2;4;1;3;1;3;45;1
801972;3;2;2;2;2;1;2;1;4;60;1
802349;3;2;2;2;3;1;3;1;2;43;1
802905;1;2;2;2;3;2;5;1;4;56;1
803483;1;2;2;1;1;2;8;3;4;56;1
803526;3;2;2;2;4;1;3;1;4;60;1
803566;3;2;2;2;2;1;2;1;5;71;1
803661;1;2;2;2;2;1;4;1;5;80;1
804209;3;2;2;2;3;1;3;1;4;59;1
804515;3;2;2;2;1;2;2;4;5;91;1
804534;1;2;2;1;1;2;7;3;3;48;1
804720;3;2;2;2;5;1;7;1;4;64;1
805189;3;2;2;2;1;2;5;4;5;74;1
805264;1;2;2;2;2;1;5;1;4;60;1
805330;2;2;2;2;2;2;3;1;5;70;1
805435;3;2;2;2;4;1;2;1;5;70;1
805449;3;2;2;2;2;1;2;1;5;77;1
805475;3;2;2;2;3;1;2;1;5;86;1
805719;1;2;2;2;1;2;3;4;5;82;1
806339;2;2;2;2;1;1;5;3;5;76;1
806540;1;2;2;2;2;1;7;1;5;69;1
806560;1;2;2;2;2;1;7;2;2;37;1
806563;1;2;2;2;6;1;5;2;3;46;1
806583;1;2;2;2;4;1;3;1;4;60;1
806586;1;2;2;2;1;2;4;4;5;82;1
807146;1;2;2;2;3;1;3;1;4;58;1
807165;1;2;2;2;2;1;5;1;5;78;1
807255;2;2;2;2;4;1;3;1;3;54;1
807303;1;2;2;2;2;2;7;1;5;65;1
807625;2;2;2;2;1;1;6;3;4;55;1
808122;2;2;2;1;1;2;5;2;3;48;1
808169;3;2;2;2;2;2;2;1;5;70;1
808182;3;2;2;2;1;2;3;4;5;65;1
809488;1;2;2;2;3;1;3;4;4;61;1
810104;3;2;2;2;2;2;3;4;5;68;1
810855;1;1;2;2;1;2;5;2;4;60;1
811807;1;2;2;2;2;1;2;1;5;83;1
812015;3;2;2;2;3;2;4;3;4;61;1
812794;3;2;2;1;3;1;5;1;3;46;1
813109;2;2;2;2;2;1;5;1;5;68;1
813246;3;2;2;2;2;1;5;2;3;52;1
813283;2;2;2;2;2;1;5;1;5;84;1
813349;2;2;2;2;2;1;5;1;5;66;1
813379;2;2;2;2;1;2;3;4;4;62;1
813686;2;2;2;2;2;1;7;1;5;82;1
813713;3;2;2;2;1;1;7;3;5;77;1
813912;1;2;2;2;4;1;4;1;4;61;1
814098;1;2;2;1;1;1;7;2;4;57;1
814466;1;2;2;2;1;2;5;4;5;74;1
814532;1;2;2;2;2;1;7;1;5;85;1
814546;1;2;2;2;1;1;3;2;5;83;1
814586;1;2;2;2;2;2;3;1;5;72;1
814889;3;2;2;1;4;1;5;1;3;48;1
815291;2;2;2;2;2;1;2;1;5;67;1
815415;2;2;2;2;1;1;2;2;5;77;1
815465;3;2;2;2;2;2;2;1;5;75;1
815960;1;2;2;2;3;1;3;1;4;62;1
816001;1;2;2;2;3;1;5;1;5;82;1
816196;3;2;2;1;1;2;6;2;4;58;1
816249;3;2;2;2;6;1;4;1;2;43;1
816383;3;2;2;2;1;1;3;2;2;35;1
816433;3;2;2;2;2;1;3;1;4;64;1
816827;1;2;2;2;3;1;5;1;5;66;1
816839;1;2;2;2;2;1;2;1;5;81;1
816847;1;2;2;2;3;1;4;1;5;66;1
816897;3;2;2;2;3;1;2;1;4;57;1
816919;3;2;2;2;3;1;3;1;4;60;1
817160;3;2;2;2;3;2;3;1;5;66;1
817180;3;2;2;2;3;1;5;1;4;62;1
817402;3;2;2;2;1;2;3;4;4;64;1
817487;2;2;2;2;2;2;7;2;4;57;1
817742;3;2;2;2;2;2;3;1;4;55;1
817747;3;2;2;2;1;2;5;4;5;92;1
817749;3;2;2;2;1;2;2;4;5;87;1
817967;3;2;2;2;4;1;3;1;3;49;1
818064;3;2;2;2;2;1;2;1;5;72;1
818290;3;2;2;2;2;2;3;1;4;64;1
818425;2;2;2;2;2;2;5;2;5;77;1
818640;3;2;2;2;2;1;2;1;5;70;1
819010;1;2;2;1;2;2;7;2;1;34;1
819031;1;2;2;2;1;1;3;4;5;79;1
819156;3;2;2;2;3;2;2;4;5;91;1
819330;2;2;2;2;2;1;5;1;5;67;1
819350;2;2;2;2;3;1;3;1;5;69;1
819433;3;2;2;2;2;2;2;4;5;69;1
819575;2;2;2;2;4;1;7;1;3;50;1
819653;1;2;2;2;2;2;3;1;5;74;1
819972;3;2;2;2;2;2;5;1;5;67;1
820465;3;2;2;2;2;2;7;4;5;82;1
820606;1;2;2;2;2;1;5;1;5;66;1
820675;3;2;2;2;3;1;5;1;5;67;1
820697;3;2;2;2;4;2;7;1;3;48;1
820718;3;2;2;2;1;1;2;4;5;85;1
821727;1;2;2;2;4;1;3;1;4;62;1
821789;1;2;2;2;2;1;3;1;5;80;1
821844;3;2;2;1;1;1;5;2;4;64;1
822033;1;2;2;2;2;1;3;1;5;83;1
822398;2;2;2;2;2;1;3;1;5;74;1
822408;2;2;2;2;2;1;2;1;5;78;1
823046;3;2;2;2;2;1;3;1;5;69;1
823258;3;2;2;2;4;1;7;1;4;59;1
823338;1;2;2;2;3;1;5;1;5;83;1
823488;3;2;2;2;2;1;3;1;5;69;1
823506;3;2;2;2;4;1;4;2;1;24;1
823524;3;2;2;2;2;1;3;1;5;75;1
823993;2;2;2;2;1;1;4;4;5;84;1
824637;3;2;2;2;3;2;7;1;5;87;1
824730;3;2;2;2;1;2;2;4;5;86;1
824734;3;2;2;2;3;2;3;4;5;71;1
824735;3;2;2;1;2;1;6;1;4;59;1
824824;3;2;2;2;4;1;5;1;3;50;1
825889;1;2;2;2;3;1;7;1;4;58;1
826006;3;2;2;2;2;1;3;1;5;67;1
826115;1;2;2;2;2;1;3;1;5;72;1
826234;1;2;2;1;3;1;5;2;1;25;1
826307;1;2;2;2;1;1;2;4;5;87;1
826456;1;2;2;2;4;1;5;1;4;56;1
827146;3;1;2;2;1;2;2;4;5;69;1
827188;3;2;2;2;4;1;4;1;5;72;1
827386;1;2;2;2;1;2;2;4;5;78;1
827639;2;2;2;2;1;2;2;4;5;83;1
827847;3;2;2;2;2;1;5;1;5;80;1
850013;2;2;2;2;1;1;5;3;3;52;1
851025;3;2;2;2;4;1;3;1;5;66;1
851151;3;2;2;2;2;1;3;1;5;80;1
851172;3;2;2;2;4;1;8;1;4;62;1
851493;1;2;2;2;2;2;5;1;5;83;1
851504;1;2;2;2;2;1;4;1;5;82;1
851693;1;2;2;2;1;2;1;4;5;85;1
851703;1;2;2;1;3;1;3;1;3;52;1
851874;2;2;2;2;2;1;3;1;4;61;1
851937;2;2;2;2;1;2;4;3;5;74;1
851968;2;2;2;2;4;1;3;1;3;54;1
852021;2;2;2;2;2;1;3;1;5;68;1
852070;2;2;2;2;4;1;4;1;3;54;1
852130;2;2;2;2;2;1;5;1;4;62;1
852140;2;2;2;1;4;2;6;2;2;40;1
852283;3;2;2;2;4;1;5;2;1;22;1
852574;1;2;2;2;3;1;3;1;5;74;1
853279;3;2;2;2;1;1;5;2;5;78;1
853318;3;2;2;2;2;1;2;1;4;57;1
853352;1;2;2;2;2;1;3;1;5;75;1
853569;3;2;2;2;4;1;3;1;5;67;1
853875;3;2;2;2;2;1;3;1;5;74;1
854112;3;2;2;2;1;1;7;2;2;37;1
854163;1;2;2;2;2;1;5;1;5;76;1
854306;1;2;2;2;2;1;4;1;5;76;1
854346;3;2;2;2;3;1;3;1;4;58;1
854406;3;2;2;2;2;1;3;1;5;78;1
854554;3;2;2;2;1;2;2;4;5;82;1
854559;3;2;2;2;2;2;5;4;5;66;1
854593;3;2;2;2;4;2;7;2;1;27;1
854714;1;2;2;2;2;1;2;1;5;87;1
854730;1;2;2;2;3;1;5;1;4;57;1
854858;3;2;2;2;3;1;4;2;4;64;1
855035;1;2;2;2;3;2;7;2;3;49;1
855111;2;2;2;2;4;2;7;1;4;60;1
855135;2;2;2;2;2;2;3;4;4;58;1
855259;2;2;2;2;2;1;5;2;5;71;1
855268;2;2;2;2;3;1;5;1;2;42;1
855295;1;2;2;2;1;2;2;2;5;77;1
855376;2;2;2;2;2;1;3;1;4;62;1
855417;2;2;2;2;1;1;5;1;4;61;1
855534;3;2;2;2;2;2;2;1;5;75;1
855790;2;2;2;2;1;2;5;4;5;69;1
855792;2;2;2;2;2;1;5;1;5;72;1
855809;2;2;2;2;2;2;2;4;5;92;1
856128;2;2;2;2;2;1;2;1;5;76;1
856297;3;2;2;2;3;1;7;3;3;51;1
856327;2;2;2;2;1;2;5;3;5;69;1
856759;2;2;2;1;1;1;7;2;4;62;1
857044;3;2;2;2;1;2;1;4;5;84;1
857107;3;2;2;1;2;1;5;1;5;65;1
857273;3;2;2;2;5;1;4;1;4;56;1
857466;3;2;2;2;2;2;5;1;4;63;1
857467;3;2;2;2;3;1;5;1;4;60;1
857621;1;2;2;2;1;1;3;1;5;82;1
857670;1;2;2;2;1;1;5;2;5;71;1
857718;1;2;2;2;1;2;5;3;5;79;1
858474;1;2;2;2;1;2;5;4;5;83;1
858534;2;2;2;1;5;2;5;2;3;49;1
859360;3;2;2;2;5;1;5;1;2;42;1
859449;2;2;2;2;2;1;3;1;5;76;1
859459;2;2;2;2;4;2;3;1;4;59;1
859507;3;2;2;2;5;1;3;1;4;55;1
859573;3;2;2;2;5;1;5;2;1;21;1
859592;3;2;2;2;3;1;7;1;5;65;1
859616;3;2;2;1;1;1;6;3;4;60;1
859696;3;2;2;2;1;2;2;4;5;67;1
859908;1;2;2;2;1;1;5;3;4;64;1
859920;1;2;2;2;4;2;3;1;2;41;1
860095;1;2;2;1;1;2;8;2;3;54;1
860127;1;2;2;2;3;1;7;1;2;42;1
860573;1;2;2;2;3;1;4;1;4;59;1
860688;2;2;2;2;3;2;5;1;5;70;1
860704;2;2;2;2;4;1;5;1;4;55;1
860757;3;2;2;2;2;1;3;1;5;79;1
860780;3;2;2;2;2;1;3;1;4;63;1
860783;3;2;2;2;1;2;1;4;5;84;1
860799;2;2;2;2;2;1;5;1;5;72;1
860900;3;2;2;2;2;1;3;1;4;64;1
860929;2;2;2;2;1;2;2;4;5;92;1
860940;2;2;2;2;2;2;5;1;5;70;1
860985;1;2;2;2;3;1;3;1;4;63;1
861061;1;2;2;2;4;1;8;1;4;61;1
861065;1;2;2;2;2;1;7;1;5;83;1
861471;2;2;2;2;2;1;5;3;5;66;1
861581;3;2;2;2;4;1;3;1;4;63;1
861584;3;2;2;2;4;1;7;1;5;90;1
861954;3;2;2;2;3;1;4;1;4;61;1
861992;2;2;2;2;1;1;7;2;5;71;1
862003;2;2;2;2;2;1;2;1;5;74;1
862146;3;2;2;2;4;2;7;2;1;31;1
862150;3;2;2;1;3;2;5;1;3;45;1
862168;3;2;2;2;4;1;3;1;5;66;1
862302;3;2;2;2;2;1;2;1;5;75;1
862314;3;2;2;2;1;1;3;4;5;77;1
862358;3;2;2;2;3;1;1;1;4;61;1
862416;3;1;2;2;1;2;3;1;4;61;1
862455;3;2;2;2;4;1;4;1;3;48;1
862462;3;2;2;2;3;2;5;1;4;60;1
862466;3;2;2;2;3;1;5;1;3;48;1
862583;2;2;2;1;3;1;4;1;4;55;1
862590;1;2;2;2;5;1;4;1;4;58;1
862789;2;2;2;2;1;2;2;4;5;84;1
862826;2;2;2;1;1;2;5;3;4;62;1
862853;2;2;2;2;1;2;5;2;5;69;1
862877;3;2;2;2;2;2;7;2;3;53;1
862939;1;2;2;2;1;1;7;4;5;83;1
863223;3;2;2;2;2;1;3;1;5;65;1
863308;2;1;2;2;1;2;7;2;5;78;1
863387;1;2;2;2;3;1;5;1;5;80;1
863402;1;2;2;2;2;1;5;1;4;63;1
863458;3;2;2;2;1;2;5;1;5;76;1
863575;1;2;2;2;2;1;2;1;5;83;1
863673;2;2;2;2;1;2;5;4;5;84;1
864133;1;2;2;2;2;1;7;1;5;68;1
864754;3;2;2;2;2;1;5;1;5;74;1
865481;3;2;2;2;3;2;3;3;3;54;1
865483;3;2;2;2;3;1;3;1;4;63;1
865491;3;2;2;2;3;2;3;1;4;55;1
865494;3;2;2;2;2;1;5;1;4;64;1
865498;3;2;2;2;3;1;3;1;4;62;1
865500;3;2;2;2;4;1;3;1;4;60;1
865504;3;2;2;2;2;1;4;1;4;60;1
865680;3;2;2;2;2;1;2;1;5;90;1
865764;1;2;2;2;1;2;1;4;5;94;1
865780;1;2;2;2;2;2;5;2;5;68;1
865806;2;2;2;2;4;2;5;1;3;46;1
865882;1;2;2;2;1;1;4;4;5;82;1
866386;3;2;2;2;1;1;3;4;5;82;1
866960;3;2;2;2;2;1;5;1;5;78;1
867090;3;2;2;2;1;2;1;4;5;71;1
867104;3;2;2;2;1;2;2;4;4;61;1
867205;1;2;2;2;4;1;5;1;3;50;1
867344;1;2;2;2;2;1;7;1;5;72;1
867373;1;2;2;2;2;2;2;4;5;86;1
867653;1;2;2;2;4;1;5;1;4;58;1
867784;1;2;2;2;3;1;3;1;5;76;1
867914;3;2;2;2;5;1;5;1;4;57;1
868093;1;2;2;2;5;1;5;1;3;53;1
868098;1;2;2;1;3;2;6;3;2;44;1
868165;3;2;2;2;3;1;2;1;5;73;1
868294;3;2;2;2;5;1;2;1;2;42;1
868337;3;2;2;2;4;1;5;1;3;54;1
868406;2;2;2;2;4;1;5;1;3;48;1
868474;3;2;2;2;2;1;4;1;5;67;1
868583;3;2;2;2;3;1;3;1;5;65;1
868805;3;2;2;2;5;1;2;1;3;48;1
868843;1;2;2;2;2;2;3;2;4;57;1
869003;2;2;2;1;1;2;7;2;3;53;1
869043;1;2;2;2;4;1;8;1;2;43;1
871009;3;2;2;2;5;1;3;1;4;57;1
871078;3;2;2;2;1;2;2;4;5;79;1
871237;3;2;2;2;4;1;5;1;5;71;1
871272;3;2;2;2;1;1;3;2;4;55;1
871273;3;2;2;2;2;2;7;1;5;72;1
871320;1;2;2;2;2;1;7;1;5;67;1
871533;1;2;2;2;3;2;3;2;3;52;1
871697;1;2;2;2;4;1;2;1;5;81;1
871747;3;2;2;2;2;1;2;1;5;77;1
871798;2;2;2;1;1;1;6;1;2;43;1
871807;2;2;2;2;1;2;2;4;5;90;1
871811;2;2;2;2;1;1;7;2;3;47;1
872027;2;2;2;2;2;1;5;1;5;67;1
872107;2;2;2;2;2;1;3;1;5;76;1
872112;2;2;2;1;1;1;5;2;4;63;1
872122;2;2;2;2;3;1;4;1;4;59;1
872133;2;2;2;2;2;2;5;1;5;65;1
872161;2;2;2;2;2;2;2;4;5;83;1
872166;2;2;1;2;1;1;5;3;3;53;1
872190;2;2;2;1;1;2;5;3;2;43;1
872306;1;2;2;2;2;1;7;1;5;87;1
872633;3;2;2;2;1;2;2;4;4;59;1
872646;3;2;2;2;2;2;3;1;4;64;1
872698;3;2;2;2;1;1;2;2;5;72;1
872710;3;2;2;2;1;2;2;4;5;81;1
872747;1;2;2;2;2;1;3;1;5;70;1
872750;1;2;2;2;4;1;5;1;5;69;1
872781;3;2;2;2;4;1;3;1;4;63;1
872795;3;2;2;2;2;2;2;2;4;57;1
872919;3;2;2;2;1;2;2;2;5;88;1
872924;3;2;2;2;1;1;3;4;5;68;1
873023;1;2;2;1;1;1;5;2;4;64;1
873042;3;1;2;2;1;1;1;4;5;73;1
873048;3;2;2;2;5;1;2;1;5;77;1
873052;3;2;2;2;3;1;2;1;5;67;1
873166;1;2;2;2;2;1;3;1;4;61;1
873674;1;2;2;2;2;1;5;1;5;67;1
874134;3;1;2;2;1;1;2;3;4;58;1
874152;3;2;2;2;2;1;3;1;5;71;1
874157;3;2;2;2;1;2;2;4;5;69;1
874163;3;2;2;2;2;2;2;1;5;80;1
874168;3;2;2;2;3;2;1;4;5;87;1
874213;1;2;2;2;1;2;4;2;5;71;1
874274;3;2;2;2;1;1;2;2;5;72;1
874278;3;2;2;2;3;1;2;1;4;62;1
874294;3;2;2;2;4;1;3;1;5;65;1
874323;2;2;2;2;2;1;3;1;5;82;1
874330;2;2;2;2;3;1;5;2;4;57;1
874375;3;2;2;1;1;1;7;3;4;59;1
874392;3;2;2;2;2;1;5;1;5;69;1
874515;1;2;2;2;4;1;5;1;4;60;1
874607;3;2;2;2;4;1;3;1;3;49;1
874670;1;2;2;2;5;1;4;1;3;46;1
874704;2;2;2;2;2;1;3;1;5;85;1
874756;3;2;2;2;3;2;5;1;3;47;1
874961;1;2;2;2;3;2;7;1;4;60;1
875011;1;2;2;2;2;1;3;1;4;61;1
875017;1;2;2;2;1;2;2;4;5;76;1
875020;1;2;2;2;1;1;5;2;5;66;1
875027;1;2;2;2;1;2;2;3;5;67;1
875028;1;2;2;2;1;2;2;4;5;77;1
875088;1;2;2;2;3;1;3;2;2;37;1
875095;1;2;2;2;5;1;5;1;3;51;1
875096;1;2;2;2;4;1;8;1;3;54;1
875126;3;2;2;2;3;1;5;1;4;57;1
875139;3;2;2;1;1;1;3;2;4;56;1
875154;3;2;2;2;1;2;7;1;5;76;1
875206;1;2;2;2;2;1;5;1;5;68;1
875211;1;2;2;1;2;2;3;3;2;38;1
875214;1;2;2;1;3;1;3;1;4;61;1
875221;1;2;2;2;4;1;3;1;3;51;1
875280;1;2;2;2;4;1;4;1;4;58;1
875336;1;2;2;2;1;1;3;2;5;78;1
875514;2;2;2;1;1;1;5;2;4;62;1
875528;2;2;2;2;2;1;3;1;5;85;1
875542;1;2;2;2;3;2;3;3;3;46;1
875557;1;2;2;2;1;2;3;3;4;62;1
875562;1;2;2;2;2;2;4;1;5;68;1
875577;1;2;2;2;2;1;2;1;5;82;1
875582;1;2;2;2;1;2;2;4;5;82;1
875585;1;2;2;2;3;1;4;1;3;49;1
875635;2;2;2;1;2;2;5;1;3;47;1
875686;2;2;2;2;1;1;3;4;5;67;1
875855;1;2;2;2;3;2;5;1;4;58;1
875967;3;2;2;2;2;1;1;2;5;95;1
875977;3;2;2;2;5;1;5;1;3;46;1
876018;3;2;2;2;1;2;1;2;5;84;1
876020;3;2;2;2;2;1;5;2;3;53;1
876093;1;2;2;2;2;1;3;1;4;60;1
876115;2;2;2;2;3;1;7;1;4;63;1
876125;2;2;2;2;2;1;5;2;2;40;1
876127;2;2;2;2;1;1;5;2;4;61;1
876218;1;2;2;2;1;2;2;2;5;86;1
876542;1;2;2;2;1;2;5;4;5;91;1
876651;3;2;2;2;1;2;2;4;5;90;1
876666;3;2;2;2;2;2;5;4;4;60;1
876694;2;2;2;2;4;1;5;1;3;53;1
876820;2;2;2;1;1;1;5;2;4;58;1
876833;3;2;2;2;2;2;2;4;5;81;1
877138;2;2;2;2;3;1;5;1;4;59;1
877285;2;2;2;2;2;1;3;1;4;61;1
877473;3;2;2;2;4;1;5;1;3;49;1
877662;3;2;2;2;1;1;2;2;5;81;1
877752;2;2;2;2;4;2;3;1;3;53;1
877828;2;2;2;2;1;2;5;2;5;78;1
877908;1;2;2;2;1;2;4;2;5;80;1
878094;1;2;2;2;1;1;4;2;5;79;1
878103;1;2;2;2;4;2;6;1;4;56;1
878142;1;2;2;2;1;1;5;4;5;72;1
878182;1;2;2;2;5;1;7;1;3;50;1
878218;1;2;2;2;1;2;1;4;5;87;1
878292;1;2;2;2;2;1;7;1;5;67;1
878309;1;2;2;1;1;2;8;3;4;57;1
878510;1;1;2;2;1;1;3;4;5;89;1
878518;1;2;2;2;5;2;7;1;3;51;1
878573;3;2;2;2;4;1;3;2;3;47;1
878617;1;2;2;2;5;1;5;1;4;59;1
878684;2;2;2;2;1;2;4;2;5;67;1
878811;1;2;2;2;4;1;7;1;3;52;1
878831;1;2;2;2;3;1;3;1;5;69;1
878834;1;2;2;2;3;1;3;1;4;57;1
878873;2;2;2;2;2;2;7;3;4;57;1
878883;2;2;2;2;2;1;2;1;5;72;1
879023;1;2;2;2;2;1;2;1;5;82;1
879229;3;2;2;2;2;2;7;2;4;55;1
879257;3;2;2;1;4;2;7;1;3;49;1
879275;1;2;2;2;2;2;5;1;5;75;1
879319;1;2;2;1;4;1;5;1;3;48;1
879449;1;2;2;2;3;1;3;1;3;53;1
879484;2;2;2;2;5;1;7;1;3;52;1
879487;2;2;2;1;1;1;3;3;3;50;1
879494;2;2;2;2;1;2;3;4;5;77;1
879503;2;2;2;2;2;1;3;1;5;88;1
879543;3;2;2;2;3;1;3;2;3;46;1
879552;3;2;2;2;1;2;2;4;5;85;1
879568;3;2;2;2;3;1;3;1;4;63;1
879591;3;2;2;2;2;2;2;4;5;82;1
879620;3;2;2;2;3;1;5;1;4;61;1
879883;1;2;2;2;1;1;2;3;5;85;1
879958;2;2;2;2;3;1;3;1;4;59;1
880040;2;2;2;2;2;2;3;3;3;46;1
880072;1;2;2;2;2;1;5;1;4;61;1
880167;2;2;2;2;4;1;7;1;5;79;1
880186;2;2;2;2;1;2;5;2;5;76;1
880243;3;2;2;2;1;2;2;4;5;72;1
880244;3;2;2;2;1;1;2;4;5;83;1
880252;3;2;2;2;1;2;2;4;5;74;1
880264;3;2;2;2;3;1;3;1;5;66;1
880271;3;2;2;2;2;1;3;1;4;61;1
880431;2;2;2;2;2;1;7;1;4;64;1
880581;2;2;2;1;1;1;3;3;4;57;1
880827;1;2;2;1;3;2;5;1;2;35;1
880884;1;2;2;2;2;1;6;1;5;91;1
880893;1;2;2;1;4;1;5;1;2;41;1
880898;1;2;2;2;4;1;7;1;3;46;1
880911;1;2;2;1;3;1;5;1;4;62;1
880912;1;2;2;2;3;1;7;1;4;56;1
881072;1;2;2;2;1;1;3;4;5;78;1
881095;1;2;2;2;6;1;5;1;2;42;1
881330;3;2;2;2;3;1;7;1;5;67;1
881537;2;2;2;2;1;2;2;4;5;96;1
881554;2;2;2;1;1;2;5;2;3;49;1
881561;2;2;2;2;2;1;5;1;4;58;1
881587;2;2;2;2;1;2;2;4;5;91;1
881642;3;2;2;2;3;2;5;1;2;40;1
881765;3;2;2;1;2;1;3;1;4;61;1
881809;2;2;2;2;2;1;2;1;5;67;1
881817;2;2;2;2;3;1;3;1;4;59;1
881821;2;2;2;2;2;1;3;1;5;68;1
882052;3;2;2;2;2;2;7;4;5;72;1
882053;3;2;2;2;2;1;5;1;5;83;1
